Tipo de Solicitud,Nro. GEX,Fecha Vencimiento,Estado,Regional,Departamento,Fecha de Solicitud,Fecha de Resolución,Fecha de Inscripción,Caudal,Volumen,Uso,Destino,Latitud,Longitud,Mes Inicio,Mes Final,Horas x Año,Depto.-Padrón,Id Solicitud,Sección y localidad catastral,profundidad,Diámetro,Caudal Ensayado,Nivel Estático,Nivel Dinámico,Accion Solicitud,Tipo Resolución,Tiempo de Tramitación,Estado Agrupado,Antigüedad Pendiente
Proyecto de Aprovechamiento,SGRH-97040200546-303.001,2009-10-30,Registrada,MONTEVIDEO,MONTEVIDEO,1997-06-06,1997-11-07,1998-02-27,15.0,45000.0,Riego,Hortalizas,-34.74305049,-56.14706827,12.0,3.0,1920.0,MONTEVIDEO-161924,247200.0,17.0,45.0,0.15,15.0,22.0,38.0,Nueva,Autorización,5.059132720105125,Registrada,
Proyecto de Aprovechamiento,SGRH-97040200548-301.001,2010-08-28,Registrada,FRAY BENTOS,PAYSANDÚ,1997-06-06,1997-08-28,1997-09-11,29.0,52200.0,Riego,Frutales,-32.41072367,-57.95544059,12.0,3.0,1920.0,PAYSANDÚ-1689,247202.0,2.0,50.0,0.15,29.0,9.0,28.0,Nueva,Autorización,2.726675427069645,Registrada,
Proyecto de Aprovechamiento,SGRH-97040200578-309.001,2010-08-11,Registrada,FRAY BENTOS,PAYSANDÚ,1997-06-17,1997-08-11,1997-09-11,29.0,52200.0,Riego,Hortalizas,-32.33468488,-58.0507917,12.0,3.0,1920.0,PAYSANDÚ-1207,247204.0,2.0,55.0,0.15,29.0,20.0,33.0,Nueva,Autorización,1.8068331143232588,Registrada,
Proyecto de Aprovechamiento,SGRH-97040200579-310.001,2007-11-06,Registrada,MONTEVIDEO,MALDONADO,1997-06-17,1997-11-06,1998-03-02,20.0,36000.0,Riego,Hortalizas,-34.8786002,-55.19438023,12.0,3.0,1920.0,MALDONADO-409,247205.0,3.0,60.0,0.15,20.0,7.0,43.7,Nueva,Autorización,4.664914586070959,Registrada,
Proyecto de Aprovechamiento,SGRH-97040200582-313.001,2007-09-03,Registrada,SAN JOSÉ,CANELONES,1997-06-17,1997-09-03,1997-10-03,11.2,18000.0,Riego,Frutales,-34.71056992,-56.15730268,12.0,3.0,1920.0,CANELONES-5319,247208.0,4.0,55.0,0.15,11.2,4.2,32.5,Nueva,Autorización,2.562417871222076,Registrada,
Proyecto de Aprovechamiento,SGRH-97040200638-318.001,2010-03-18,Registrada,SALTO,SALTO,1997-07-11,1998-03-18,1998-04-27,0.2,360.0,Consumo humano,Uso doméstico,-31.3895444,-57.96581631,12.0,11.0,1440.0,SALTO-5133/001,247214.0,1.0,42.0,0.15,0.2,,,Nueva,Autorización,8.21287779237845,Registrada,
Proyecto de Aprovechamiento,SGRH-97040200723-323.001,2010-10-20,Registrada,MONTEVIDEO,MONTEVIDEO,1997-08-18,2000-10-20,2000-10-27,12.0,19800.0,Riego,Hortalizas,-34.76297876,-56.11110631,12.0,3.0,2160.0,MONTEVIDEO-189182,247219.0,17.0,28.0,1.5,12.0,,,Nueva,Autorización,38.07490144546649,Registrada,
Proyecto de Aprovechamiento,SGRH-97040200736-324.001,2007-11-06,Registrada,MONTEVIDEO,MONTEVIDEO,1997-08-21,1997-11-06,1997-12-18,20.0,43200.0,Riego,Hortalizas,-34.76069106,-56.12420477,12.0,8.0,2160.0,MONTEVIDEO-92610,247221.0,17.0,35.0,0.15,20.0,,,Nueva,Autorización,2.5295663600525624,Registrada,
Proyecto de Aprovechamiento,SGRH-97040200773-321.001,2007-09-16,Registrada,ARTIGAS,ARTIGAS,1997-01-01,1997-09-16,1997-10-03,0.18,1200.0,Otros usos,Turismo/Recreación,-30.40540297,-56.46635576,12.0,11.0,5760.0,ARTIGAS-715,247224.0,1.0,60.0,0.15,0.18,,,Nueva,Autorización,8.47568988173456,Registrada,
Proyecto de Aprovechamiento,SGRH-97040200853-333.001,2008-03-02,Registrada,MONTEVIDEO,MONTEVIDEO,1997-09-01,1998-03-02,1998-04-29,1.65,2970.0,Riego,Hortalizas,-34.74071109,-56.1759962,12.0,3.0,1920.0,MONTEVIDEO-9478,247226.0,9.0,37.0,0.15,1.7,8.0,31.0,Nueva,Autorización,5.978975032851511,Registrada,
Proyecto de Aprovechamiento,SGRH-97040200859-329.001,2009-03-02,Registrada,MONTEVIDEO,MONTEVIDEO,1997-09-15,1999-03-02,,5.0,9000.0,Riego,Hortalizas,-34.73572092,-56.18634685,12.0,3.0,1920.0,MONTEVIDEO-43982,247231.0,9.0,35.0,0.15,5.0,9.0,29.5,Nueva,Autorización,17.509855453350852,Registrada,
Proyecto de Aprovechamiento,SGRH-97040200955-338.001,2008-04-16,Registrada,FRAY BENTOS,SORIANO,1997-10-06,1998-04-16,1998-05-28,45.0,81000.0,Riego,Hortalizas,-33.43140058,-58.30121454,12.0,3.0,1920.0,SORIANO-214,247238.0,2.0,29.0,0.15,45.0,5.0,8.0,Nueva,Autorización,6.307490144546649,Registrada,
Proyecto de Aprovechamiento,SGRH-97040200956-344.001,2008-03-25,Registrada,FRAY BENTOS,SORIANO,1997-10-06,1998-03-25,1998-04-29,45.0,81000.0,Riego,Hortalizas,-33.43320208,-58.30126625,12.0,3.0,1920.0,SORIANO-8370,247239.0,,33.0,0.15,45.0,5.0,9.0,Nueva,Autorización,5.5847568988173455,Registrada,
Proyecto de Aprovechamiento,SGRH-97040200958-343.001,2008-03-12,Registrada,FRAY BENTOS,SORIANO,1997-10-06,1998-03-12,,9.0,16200.0,Riego,Hortalizas,-33.58244744,-58.22911384,12.0,3.0,1920.0,SORIANO-3511,247241.0,,54.0,0.15,9.0,16.0,37.1,Nueva,Autorización,5.157687253613666,Registrada,
Proyecto de Aprovechamiento,SGRH-97040200959-342.001,2008-03-25,Registrada,FRAY BENTOS,SORIANO,1997-10-06,1998-03-25,1998-04-29,24.0,43200.0,Riego,Hortalizas,-33.43832316,-58.33312549,12.0,3.0,1920.0,SORIANO-4543,247242.0,,76.0,0.15,24.0,8.0,14.0,Nueva,Autorización,5.5847568988173455,Registrada,
Proyecto de Aprovechamiento,SGRH-97040200960-341.001,2008-03-24,Registrada,FRAY BENTOS,SORIANO,1997-10-06,1998-03-24,1998-04-29,4.5,8100.0,Riego,Hortalizas,-33.55687014,-58.22355304,12.0,3.0,1920.0,SORIANO-5717,247243.0,,39.0,0.15,4.5,8.5,23.2,Nueva,Autorización,5.551905387647832,Registrada,
Proyecto de Aprovechamiento,SGRH-97040200961-340.001,2008-03-02,Registrada,FRAY BENTOS,SORIANO,1997-10-06,1998-03-02,1998-04-29,20.0,36000.0,Riego,Hortalizas,-33.54935738,-58.23895086,12.0,3.0,1920.0,SORIANO-9732,247244.0,3.0,56.0,0.15,20.0,10.0,39.6,Nueva,Autorización,4.829172141918528,Registrada,
Proyecto de Aprovechamiento,SGRH-97040200962-339.001,2008-03-24,Registrada,FRAY BENTOS,SORIANO,1997-10-06,1998-03-24,1998-04-29,4.3,7740.0,Riego,Hortalizas,-33.54890699,-58.2389382,12.0,3.0,1920.0,SORIANO-9732,247245.0,3.0,47.0,0.15,4.3,7.5,31.4,Nueva,Autorización,5.551905387647832,Registrada,
Proyecto de Aprovechamiento,SGRH-97040201054-386.001,2008-03-19,Registrada,SAN JOSÉ ESTE,SAN JOSÉ,1997-11-07,1998-03-19,1998-04-29,6.0,9000.0,Riego,Frutales,-34.45429675,-56.45106596,12.0,3.0,1920.0,SAN JOSÉ-8278,247246.0,2.0,30.0,0.15,6.0,6.3,23.0,Nueva,Autorización,4.336399474375821,Registrada,
Proyecto de Aprovechamiento,SGRH-97040201095-358.001,2008-03-30,Registrada,FRAY BENTOS,COLONIA,1997-11-12,1998-03-30,,7.0,12600.0,Riego,Hortalizas,-33.97083258,-58.29927534,12.0,3.0,1920.0,COLONIA-9766,247259.0,,43.0,0.15,7.0,11.7,21.0,Nueva,Autorización,4.533508541392904,Registrada,
Proyecto de Aprovechamiento,SGRH-97040201132-371.001,2009-04-24,Registrada,MONTEVIDEO,MONTEVIDEO,1997-11-24,1998-04-24,1998-06-04,1.7,3060.0,Riego,Frutales,-34.78433231,-56.20623949,12.0,3.0,1800.0,MONTEVIDEO-44520,247267.0,,70.0,0.15,1.7,5.0,66.5,Nueva,Autorización,4.9605781865965834,Registrada,
Proyecto de Aprovechamiento,SGRH-97040201134-370.001,2008-04-24,Registrada,SAN JOSÉ,SAN JOSÉ,1997-11-24,1998-04-24,1998-05-28,20.0,36000.0,Riego,Cereales/Oleaginosas,-34.59976545,-56.71687814,12.0,3.0,1800.0,SAN JOSÉ-15322,247269.0,6.0,44.0,0.15,20.0,14.0,24.1,Nueva,Autorización,4.9605781865965834,Registrada,
Proyecto de Aprovechamiento,SGRH-97040201135-369.001,2008-02-05,Registrada,SAN JOSÉ,CANELONES,1997-11-24,2002-02-05,2002-02-07,29.0,71400.0,Riego,Frutales,-34.58576575,-56.22783281,12.0,3.0,2160.0,CANELONES-19373,247270.0,1.0,96.0,0.15,29.0,7.0,62.5,Nueva,Autorización,50.39421813403416,Registrada,
Proyecto de Aprovechamiento,SGRH-97040201178-368.001,2007-08-28,Registrada,MONTEVIDEO,MONTEVIDEO,1997-11-25,1997-12-04,1998-01-29,2.0,9600.0,Riego,Otros,-34.80548234,-56.05170585,12.0,9.0,3200.0,MONTEVIDEO-2009,247281.0,7.0,55.0,0.15,2.0,,,Nueva,Autorización,0.2956636005256242,Registrada,
Proyecto de Aprovechamiento,SGRH-97040201256-379.001,2010-10-19,Registrada,FRAY BENTOS,SORIANO,1997-12-16,2000-10-19,2000-10-23,2.0,6600.0,Riego,Hortalizas,-33.54528559,-58.26251583,12.0,3.0,2160.0,SORIANO-6243,247287.0,3.0,39.5,0.15,2.0,15.0,26.0,Nueva,Autorización,34.09986859395532,Registrada,
Proyecto de Aprovechamiento,SGRH-97040201257-381.001,2010-10-12,Registrada,FRAY BENTOS,SORIANO,1997-12-16,2000-10-12,2000-10-19,4.3,9200.0,Riego,Hortalizas,-33.40833737,-58.32741846,12.0,3.0,2160.0,SORIANO-179,247288.0,2.0,32.0,0.15,4.3,4.8,24.0,Nueva,Autorización,33.86990801576872,Registrada,
Proyecto de Aprovechamiento,SGRH-97040205777-308.001,2007-08-15,Registrada,FRAY BENTOS,COLONIA,1997-06-17,1997-08-15,,3.0,5400.0,Riego,Frutales,-33.97976552,-58.28093021,12.0,3.0,1920.0,COLONIA-5753,247294.0,6.0,30.0,0.15,3.0,5.0,8.5,Nueva,Autorización,1.938239159001314,Registrada,
Proyecto de Aprovechamiento,SGRH-98040200033-384.001,2010-09-15,Registrada,FRAY BENTOS,COLONIA,1998-01-13,2000-09-15,2000-09-18,5.7,19800.0,Riego,Frutales,-34.04508471,-58.23682043,12.0,3.0,2160.0,COLONIA-7285,247461.0,6.0,62.0,0.15,5.7,11.0,28.0,Nueva,Autorización,32.06307490144547,Registrada,
Proyecto de Aprovechamiento,SGRH-98040200431-787.001,2008-06-30,Registrada,SALTO,SALTO,2001-05-04,2001-10-09,2001-10-05,18.0,32400.0,Riego,Frutales,-31.4512635,-57.99468532,12.0,3.0,2160.0,SALTO-4812,247473.0,1.0,56.0,0.15,18.0,12.0,40.0,Nueva,Autorización,5.19053876478318,Registrada,
Proyecto de Aprovechamiento,SGRH-98040200436-404.001,2010-10-10,Registrada,SALTO,SALTO,1999-03-22,2000-10-10,2000-10-18,8.3,33000.0,Riego,Frutales,-31.37019075,-57.93710526,12.0,3.0,2160.0,SALTO-21388,247478.0,3.0,52.0,0.15,8.3,13.8,39.0,Nueva,Autorización,18.659658344283837,Registrada,
Proyecto de Aprovechamiento,SGRH-98040200437-790.001,2008-06-30,Registrada,SALTO,SALTO,2001-05-04,2001-10-03,2001-10-05,20.4,36720.0,Riego,Hortalizas,-31.38541461,-57.80397214,12.0,3.0,2160.0,SALTO-4492,247479.0,1.0,32.0,0.15,20.4,13.0,28.0,Nueva,Autorización,4.993429697766097,Registrada,
Proyecto de Aprovechamiento,SGRH-98040200438-514.001,2010-10-19,Registrada,FRAY BENTOS,PAYSANDÚ,1998-06-04,2000-10-19,2000-10-25,24.0,23760.0,Riego,Hortalizas,-32.3383981,-57.99354368,12.0,3.0,1920.0,PAYSANDÚ-F 10 L 12,247480.0,4.0,91.0,0.15,24.0,13.0,40.0,Nueva,Autorización,28.515111695137975,Registrada,
Proyecto de Aprovechamiento,SGRH-98040200439-444.001,2010-12-26,Registrada,SALTO,PAYSANDÚ,1998-06-04,2000-12-26,2001-01-15,24.0,53000.0,Riego,Frutales,-31.86056471,-57.86066656,12.0,3.0,1920.0,PAYSANDÚ-1094,247481.0,1.0,58.0,0.15,24.0,25.0,27.0,Nueva,Autorización,30.749014454664913,Registrada,
Proyecto de Aprovechamiento,SGRH-98040200441-408.001,2011-10-03,Registrada,SALTO,PAYSANDÚ,1999-03-22,2001-10-03,2001-10-05,4.2,37100.0,Riego,Frutales,-31.51034809,-57.99290843,12.0,3.0,1920.0,PAYSANDÚ-7913,247483.0,4.0,60.0,0.15,4.2,13.0,45.0,Nueva,Autorización,30.420499342969777,Registrada,
Proyecto de Aprovechamiento,SGRH-98040200445-677.001,2011-04-18,Registrada,SALTO,PAYSANDÚ,2001-02-22,2001-04-18,2001-04-30,11.2,48150.0,Riego,Frutales,-31.46624881,-57.90772845,12.0,3.0,2160.0,PAYSANDÚ-9197,247487.0,4.0,37.0,0.15,11.2,13.0,26.0,Nueva,Autorización,1.8068331143232588,Registrada,
Proyecto de Aprovechamiento,SGRH-98040200446-1365.001,2008-03-07,Registrada,SALTO,PAYSANDÚ,2001-12-04,2002-03-07,2002-03-12,6.5,37000.0,Riego,Frutales,-31.46349299,-57.91082229,12.0,3.0,2160.0,PAYSANDÚ-9198,247488.0,4.0,65.0,0.15,6.5,13.0,42.0,Nueva,Autorización,3.055190538764783,Registrada,
Proyecto de Aprovechamiento,SGRH-98040200449-406.001,2010-09-13,Registrada,SALTO,SALTO,1999-03-22,2000-09-13,2000-09-15,12.0,39600.0,Riego,Hortalizas,-31.38366855,-57.91271269,12.0,3.0,1920.0,SALTO-21430,247491.0,3.0,57.0,0.15,12.0,13.0,21.0,Nueva,Autorización,17.772667542706962,Registrada,
Proyecto de Aprovechamiento,SGRH-98040200450-738.001,2007-02-03,Registrada,SALTO,SALTO,1998-06-04,2001-12-03,2001-12-06,22.5,40500.0,Riego,Frutales,-31.36009628,-57.92059082,12.0,3.0,2160.0,SALTO-1873,247492.0,1.0,55.0,0.15,22.5,14.1,21.5,Nueva,Autorización,41.98423127463863,Registrada,
Proyecto de Aprovechamiento,SGRH-98040200475-736.001,2009-06-30,Registrada,SALTO,SALTO,1998-06-18,2001-12-31,2002-01-03,19.0,50290.0,Riego,Frutales,-31.43841199,-57.92813666,12.0,3.0,1920.0,SALTO-3957,247500.0,1.0,77.5,0.15,19.0,13.0,40.0,Nueva,Autorización,42.44415243101182,Registrada,
Proyecto de Aprovechamiento,SGRH-98040200479-760.001,2009-12-31,Registrada,SALTO,SALTO,1998-06-18,2001-12-31,2002-01-03,2.5,29700.0,Riego,Hortalizas,-31.32529105,-57.89880338,12.0,3.0,1920.0,SALTO-8555 (antes7012),247504.0,3.0,60.0,0.15,2.5,13.0,48.2,Nueva,Autorización,42.44415243101182,Registrada,
Proyecto de Aprovechamiento,SGRH-99040200241-409.001,2010-12-26,Registrada,FRAY BENTOS,PAYSANDÚ,1999-03-23,2000-12-26,2001-01-15,8.5,13200.0,Riego,Hortalizas,-32.3178576,-57.81999993,12.0,3.0,1920.0,PAYSANDÚ-2052,247700.0,1.0,55.0,0.15,8.5,18.0,34.0,Nueva,Autorización,21.156373193166885,Registrada,
Proyecto de Aprovechamiento,SGRH-99040200246-414.001,2010-10-10,Registrada,FRAY BENTOS,PAYSANDÚ,1999-03-23,2000-10-10,2000-10-18,12.0,19800.0,Riego,Hortalizas,-32.38772958,-57.98198645,12.0,3.0,2160.0,PAYSANDÚ-1138,247705.0,4.0,50.0,0.15,12.0,18.0,30.0,Nueva,Autorización,18.626806833114323,Registrada,
Proyecto de Aprovechamiento,SGRH-99040200247-415.001,2010-10-27,Registrada,FRAY BENTOS,PAYSANDÚ,1999-03-23,2000-10-27,2000-11-02,12.0,264000.0,Riego,Hortalizas,-32.34229951,-58.00245166,12.0,3.0,1920.0,PAYSANDÚ-3225,247706.0,1.0,50.0,0.15,12.0,29.0,35.0,Nueva,Autorización,19.185282522996058,Registrada,
Proyecto de Aprovechamiento,SGRH-99040200248-416.001,2010-10-27,Registrada,FRAY BENTOS,PAYSANDÚ,1999-03-23,2000-10-27,2000-11-02,24.0,33000.0,Riego,Hortalizas,-32.34412191,-57.94908062,12.0,3.0,2160.0,PAYSANDÚ-1136,247707.0,2.0,50.0,0.15,24.0,24.0,32.0,Nueva,Autorización,19.185282522996058,Registrada,
Proyecto de Aprovechamiento,SGRH-99040200250-419.001,2010-12-26,Registrada,FRAY BENTOS,PAYSANDÚ,1999-03-23,2000-12-26,2001-01-16,14.0,46200.0,Riego,Hortalizas,-32.34469192,-58.02024385,12.0,3.0,2160.0,PAYSANDÚ-3307,247709.0,2.0,50.0,0.15,14.0,24.0,29.0,Nueva,Autorización,21.156373193166885,Registrada,
Proyecto de Aprovechamiento,SGRH-99040200251-418.001,2010-12-26,Registrada,FRAY BENTOS,PAYSANDÚ,1999-03-23,2000-12-26,2001-01-16,12.0,26400.0,Riego,Forraje/Pradera/Semillas,-32.41236688,-58.01658662,12.0,3.0,2160.0,PAYSANDÚ-1016,247710.0,1.0,75.0,0.15,12.0,19.0,30.0,Nueva,Autorización,21.156373193166885,Registrada,
Proyecto de Aprovechamiento,SGRH-99040200257-421.001,2010-10-27,Registrada,FRAY BENTOS,PAYSANDÚ,1999-03-24,2000-10-27,2000-11-02,15.0,27000.0,Riego,Cereales/Oleaginosas,-32.40477303,-58.01268172,12.0,3.0,2160.0,PAYSANDÚ-1757,247712.0,2.0,62.0,0.15,15.0,21.5,40.0,Nueva,Autorización,19.152431011826543,Registrada,
Proyecto de Aprovechamiento,SGRH-99040200258-422.001,2010-11-03,Registrada,SALTO,PAYSANDÚ,1999-03-24,2000-11-03,2000-11-09,20.0,36000.0,Riego,Cereales/Oleaginosas,-31.9231421,-57.89324535,12.0,3.0,2160.0,PAYSANDÚ-7813,247713.0,4.0,80.0,0.15,20.0,6.0,55.0,Nueva,Autorización,19.38239159001314,Registrada,
Proyecto de Aprovechamiento,SGRH-99040200260-424.001,2010-10-19,Registrada,SALTO,PAYSANDÚ,1999-03-24,2000-10-19,2000-10-25,24.0,46200.0,Riego,Cereales/Oleaginosas,-31.92328116,-57.88479183,12.0,3.0,2160.0,PAYSANDÚ-7531,247715.0,4.0,90.0,0.15,24.0,14.0,28.0,Nueva,Autorización,18.889618922470433,Registrada,
Proyecto de Aprovechamiento,SGRH-99040200261-425.001,2010-10-19,Registrada,FRAY BENTOS,PAYSANDÚ,1999-03-24,2000-10-19,2000-10-25,18.0,32400.0,Riego,Hortalizas,-32.34228767,-57.97717799,12.0,3.0,2160.0,PAYSANDÚ-3594,247716.0,1.0,50.0,0.15,18.0,25.0,31.0,Nueva,Autorización,18.889618922470433,Registrada,
Proyecto de Aprovechamiento,SGRH-99040200262-429.001,2010-10-19,Registrada,SALTO,PAYSANDÚ,1999-03-24,2000-10-19,2000-10-27,21.0,37800.0,Riego,Frutales,-31.92770915,-57.88964889,12.0,3.0,1920.0,PAYSANDÚ-7536,247717.0,4.0,86.0,0.15,21.0,12.5,29.0,Nueva,Autorización,18.889618922470433,Registrada,
Proyecto de Aprovechamiento,SGRH-99040200264-427.001,2010-10-19,Registrada,FRAY BENTOS,PAYSANDÚ,1999-03-24,2000-10-19,2000-10-25,24.0,43200.0,Riego,Hortalizas,-32.34230136,-58.00234551,12.0,3.0,2160.0,PAYSANDÚ-1188,247719.0,2.0,70.0,0.15,24.0,27.0,34.0,Nueva,Autorización,18.889618922470433,Registrada,
Proyecto de Aprovechamiento,SGRH-99040200265-426.001,2007-12-05,Registrada,FRAY BENTOS,PAYSANDÚ,1999-03-24,2000-10-27,2000-11-02,5.5,19800.0,Riego,Forraje/Pradera/Semillas,-32.41208545,-58.03252046,12.0,3.0,2160.0,PAYSANDÚ-5878,247720.0,1.0,70.0,0.15,5.5,4.0,57.0,Nueva,Autorización,19.152431011826543,Registrada,
Proyecto de Aprovechamiento,SGRH-99040200284-440.001,2010-10-19,Registrada,MONTEVIDEO,MONTEVIDEO,1999-04-08,2000-10-19,2000-10-25,18.0,38100.0,Riego,Frutales,-34.81551941,-56.3031204,12.0,3.0,1920.0,MONTEVIDEO-176018,247729.0,16.0,45.0,0.15,18.0,7.0,15.0,Nueva,Autorización,18.396846254927727,Registrada,
Proyecto de Aprovechamiento,SGRH-99040200288-437.001,2010-10-27,Registrada,MONTEVIDEO,MONTEVIDEO,1999-04-08,2000-10-27,2000-11-02,6.1,42900.0,Riego,Hortalizas,-34.74663248,-56.15527376,12.0,3.0,1920.0,MONTEVIDEO-161927,247733.0,17.0,52.7,0.15,6.1,16.0,48.0,Nueva,Autorización,18.659658344283837,Registrada,
Proyecto de Aprovechamiento,SGRH-99040200357-447.001,2009-11-19,Registrada,FRAY BENTOS,PAYSANDÚ,1999-05-11,1999-11-19,1999-11-24,18.0,29000.0,Riego,Hortalizas,-32.34774017,-57.9746537,12.0,3.0,1920.0,PAYSANDÚ-4082,247737.0,1.0,65.0,0.15,18.0,16.0,46.0,Nueva,Autorización,6.307490144546649,Registrada,
Proyecto de Aprovechamiento,SGRH-99040200358-446.001,2010-09-18,Registrada,FRAY BENTOS,PAYSANDÚ,1999-05-11,2000-09-18,2000-10-12,12.0,19800.0,Riego,Hortalizas,-32.3988973,-58.01360089,12.0,3.0,1920.0,PAYSANDÚ-1726,247738.0,2.0,65.0,0.15,12.0,24.0,48.0,Nueva,Autorización,16.294349540078844,Registrada,
Proyecto de Aprovechamiento,SGRH-99040200443-462.001,2008-06-30,Registrada,MONTEVIDEO,MONTEVIDEO,1999-06-22,2001-12-03,2001-12-06,12.0,33000.0,Riego,Hortalizas,-34.85827021,-56.31869002,12.0,3.0,2160.0,MONTEVIDEO-143174,247744.0,13.0,30.0,0.15,12.0,6.0,26.0,Nueva,Autorización,29.402102496714846,Registrada,
Proyecto de Aprovechamiento,SGRH-99040200446-458.001,2010-10-19,Registrada,MONTEVIDEO,MONTEVIDEO,1999-07-22,2000-10-19,2000-10-25,3.5,22680.0,Riego,Hortalizas,-34.74839965,-56.16729432,12.0,3.0,2160.0,MONTEVIDEO-149802,247747.0,17.0,44.0,0.15,3.5,4.0,30.0,Nueva,Autorización,14.947437582128778,Registrada,
Proyecto de Aprovechamiento,SGRH-99040200449-455.001,2010-10-10,Registrada,MONTEVIDEO,MONTEVIDEO,1999-07-22,2000-10-10,2000-10-18,6.0,9520.0,Riego,Frutales,-34.82940752,-56.35348975,12.0,3.0,2160.0,MONTEVIDEO-192539,247750.0,13.0,77.0,0.15,6.0,3.0,49.3,Nueva,Autorización,14.651773981603153,Registrada,
Proyecto de Aprovechamiento,SGRH-99040200452-452.001,2010-10-27,Registrada,MONTEVIDEO,MONTEVIDEO,1999-06-22,2000-10-27,2000-11-02,4.8,23800.0,Riego,Frutales,-34.72667101,-56.13771946,12.0,3.0,2160.0,MONTEVIDEO-1021,247753.0,11.0,51.0,0.15,4.8,1.0,43.0,Nueva,Autorización,16.1957950065703,Registrada,
Proyecto de Aprovechamiento,SGRH-99040200455-449.001,2010-10-19,Registrada,MONTEVIDEO,MONTEVIDEO,1999-06-22,2000-10-19,2000-10-25,3.0,198000.0,Riego,Hortalizas,-34.75445227,-56.1312795,12.0,3.0,1920.0,MONTEVIDEO-92606,247756.0,16.0,40.0,0.15,3.0,12.5,38.0,Nueva,Autorización,15.932982917214192,Registrada,
Proyecto de Aprovechamiento,SGRH-99040200625-472.001,2008-10-15,Registrada,MONTEVIDEO,MONTEVIDEO,1999-08-06,2000-10-10,2000-10-19,3.0,7140.0,Riego,Frutales,-34.80482428,-56.27278408,12.0,3.0,2160.0,MONTEVIDEO-167230,247797.0,21.0,67.0,0.15,3.0,7.9,57.0,Nueva,Autorización,14.159001314060447,Registrada,
Proyecto de Aprovechamiento,SGRH-99040200627-480.001,2010-10-19,Registrada,MONTEVIDEO,MONTEVIDEO,1999-08-06,2000-10-19,2000-10-27,5.5,33300.0,Riego,Frutales,-34.73405341,-56.14102519,12.0,3.0,2160.0,MONTEVIDEO-198942,247799.0,,88.0,0.15,5.5,18.0,75.0,Nueva,Autorización,14.45466491458607,Registrada,
Proyecto de Aprovechamiento,SGRH-99040200767-515.001,2010-10-10,Registrada,MONTEVIDEO,MONTEVIDEO,1999-09-15,2000-10-10,2000-10-18,7.2,42840.0,Riego,Frutales,-34.73497148,-56.13502344,12.0,3.0,1920.0,MONTEVIDEO-100563,247824.0,11.0,60.5,0.15,7.2,4.0,34.5,Nueva,Autorización,12.844940867279893,Registrada,
Proyecto de Aprovechamiento,SGRH-99040200876-528.001,2010-09-14,Registrada,MONTEVIDEO,MONTEVIDEO,1999-10-18,2000-09-14,2000-09-15,18.0,19500.0,Riego,Frutales,-34.81759646,-56.3441203,12.0,3.0,1920.0,MONTEVIDEO-191469,247844.0,13.0,44.0,0.15,18.0,8.0,26.0,Nueva,Autorización,10.90670170827858,Registrada,
Proyecto de Aprovechamiento,SGRH-99040200878-530.001,2010-09-15,Registrada,MONTEVIDEO,MONTEVIDEO,1999-01-01,2000-09-15,2000-09-18,3.0,5500.0,Riego,Hortalizas,-34.79663604,-56.19264078,12.0,3.0,1920.0,MONTEVIDEO-54562,247846.0,9.0,69.0,0.15,3.0,7.0,21.0,Nueva,Autorización,20.466491458607095,Registrada,
Proyecto de Aprovechamiento,SGRH-99040200883-518.001,2010-10-19,Registrada,FRAY BENTOS,PAYSANDÚ,1999-10-18,2000-10-19,2000-10-25,24.0,30000.0,Riego,Frutales,-32.33472383,-58.02318577,12.0,3.0,1920.0,PAYSANDÚ-1125,247850.0,3.0,60.0,0.15,24.0,18.0,31.0,Nueva,Autorización,12.056504599211562,Registrada,
Proyecto de Aprovechamiento,SGRH-99040200888-522.001,2010-10-10,Registrada,FRAY BENTOS,PAYSANDÚ,1999-10-18,2000-10-10,2000-10-19,24.0,24000.0,Riego,Frutales,-32.36702826,-57.95387149,12.0,3.0,1920.0,PAYSANDÚ-1228,247855.0,2.0,55.0,0.15,24.0,,35.0,Nueva,Autorización,11.76084099868594,Registrada,
Proyecto de Aprovechamiento,SGRH-99040200914-532.001,2010-10-20,Registrada,MONTEVIDEO,MONTEVIDEO,1999-10-22,2000-10-20,2000-10-27,8.0,14400.0,Riego,Hortalizas,-34.83068334,-56.3403803,12.0,3.0,1920.0,MONTEVIDEO-144193,247859.0,13.0,50.0,0.15,8.0,30.0,42.0,Nueva,Autorización,11.957950065703022,Registrada,
Proyecto de Aprovechamiento,SGRH-99040200915-533.001,2010-10-27,Registrada,FRAY BENTOS,PAYSANDÚ,1999-10-22,2000-10-27,2000-11-02,22.0,39600.0,Riego,Hortalizas,-32.33777292,-57.97760077,12.0,3.0,1920.0,PAYSANDÚ-1003,247860.0,18.0,56.0,0.15,22.0,21.0,27.5,Nueva,Autorización,12.187910643889618,Registrada,
Proyecto de Aprovechamiento,SGRH-99040201138-548.001,2010-09-13,Registrada,ARTIGAS,ARTIGAS,2000-01-07,2000-09-13,2000-09-15,3.8,6840.0,Riego,Hortalizas,-30.44698319,-56.44894009,12.0,3.0,2160.0,ARTIGAS-5559,247892.0,1.0,55.0,0.15,3.8,28.5,37.5,Nueva,Autorización,8.21287779237845,Registrada,
